-0.0051875967,-0.3063732982,-0.9518973231,0,jumping
-0.0074607786,-0.3125413954,-0.9498748183,0.102281,jumping
-0.0085913772,-0.3050446808,-0.9522992969,0.204801,jumping
-0.0146223102,-0.2795322835,-0.9600249529,0.306545,jumping
-0.034484569,-0.2997103035,-0.9534068108,0.408777,jumping
-0.0302455593,-0.3103064001,-0.9501553178,0.50978,jumping
-0.0108269062,-0.3286016881,-0.9444065094,0.612122,jumping
-0.0334179029,-0.3261121809,-0.9447402358,0.714664,jumping
-0.0718494207,-0.298554033,-0.9516843557,0.820252,jumping
0.0034979896,-0.323485136,-0.9462267756,0.926507,jumping
-0.0186757054,-0.1649202257,-0.9861300588,1.030672,jumping
-0.6654971838,-0.2679820955,-0.6966340542,1.136648,jumping
-0.9573723674,0.0457210429,-0.285215348,1.237568,jumping
-0.8741484284,0.3198838532,-0.3654296994,1.343533,jumping
-0.9199873805,0.312146455,-0.2370397002,1.447532,jumping
-0.9478855133,0.316595912,-0.0357777849,1.553402,jumping
-0.9210729003,0.389049381,-0.0162877776,1.655219,jumping
-0.8737316132,0.4850147665,-0.0367922187,1.758507,jumping
-0.6535637379,0.701171577,0.2849785686,1.864064,jumping
-0.4568439424,0.7899773121,0.4089369476,1.971028,jumping
-0.4326505959,0.8206881881,0.3732081354,2.07391,jumping
-0.0915138796,0.8854860663,0.4555652738,2.178596,jumping
-0.1333743781,0.91780442,0.3739602864,2.281892,jumping
0.1247737259,0.9814044833,0.1458654702,2.387234,jumping
0.1769083887,0.9842151999,-0.0048876605,2.492162,jumping
0.0007054544,0.9989867806,0.0449992642,2.598247,jumping
-0.0527609847,0.9708819985,0.2336761206,2.699543,jumping
0.132897824,0.9828698635,0.1276907921,2.804846,jumping
0.1060729995,0.9916542768,0.0732826665,2.90864,jumping
-0.1177425832,0.9912998676,0.0588324368,3.010806,jumping
-0.1564375758,0.9714430571,0.178398028,3.115035,jumping
0.0310053378,0.9635565877,0.265701592,3.217671,jumping
0.152813077,0.9846268296,0.0846057832,3.326952,jumping
0.1214991063,0.9911059737,0.0542854108,3.431883,jumping
0.1316794753,0.9758461118,0.1743128002,3.535363,jumping
0.0967903063,0.9695654511,0.2248876989,3.637817,jumping
0.2545390725,0.9650542736,0.0622900873,3.743222,jumping
0.2061502188,0.9785197973,0.001039244,3.848448,jumping
0.1508039385,0.9806281328,0.1250064969,3.95464,jumping
0.1194484159,0.9802903533,0.1573626548,4.057976,jumping
0.1604091674,0.9670449495,0.1977193803,4.166615,jumping
0.204908818,0.9778619409,0.0424069837,4.26777,jumping
0.2038805932,0.9744597077,0.0941331387,4.373122,jumping
0.1433701962,0.9803062081,0.1358109415,4.477683,jumping
0.0625469759,0.9761929512,0.2076901495,4.579566,jumping
0.1469315588,0.9883083701,0.0407160893,4.684352,jumping
0.1595363319,0.9867789745,-0.0285543334,4.789679,jumping
0.1325328499,0.9849662781,0.110798873,4.895034,jumping
0.0450622104,0.9932297468,0.1070702225,5.000409,jumping
-0.0167440306,0.9960241318,0.0874954388,5.108036,jumping
0.1543914825,0.9868998528,0.0468177088,5.213383,jumping
0.1738336831,0.9844712019,0.0244637411,5.315983,jumping
0.1367708594,0.9858537912,0.0968815163,5.420506,jumping
0.0612041652,0.9941732883,0.0887324736,5.525872,jumping
0.1264677048,0.9917959571,-0.0186198242,5.632785,jumping
0.2051504701,0.9780361056,-0.0368595943,5.738407,jumping
0.173091501,0.9837117195,0.0484828725,5.844566,jumping
0.0330758989,0.9987329245,0.0379274115,5.949363,jumping
-0.087141268,0.9916750193,0.0948000774,6.07879,jumping
0.1579304785,0.9873441458,-0.0144701097,6.183147,jumping
0.152749598,0.9858398438,0.0691906884,6.288401,jumping
0.0440046377,0.9988185167,0.0206187945,6.390034,jumping
-0.0244526733,0.9986416698,0.0460111499,6.494526,jumping
0.2287913114,0.9734751582,-0.0007897572,6.598832,jumping
0.2131792009,0.9762789607,0.0378697142,6.699905,jumping
0.1705685407,0.983520329,0.0599498414,6.805256,jumping
0.0975678489,0.9936155081,0.0566462278,6.910641,jumping
0.0971107185,0.9950507879,0.0210562777,7.016145,jumping
0.297968626,0.9545154572,0.0107220989,7.124225,jumping
0.3240472972,0.9453881383,0.0351360776,7.2277,jumping
0.3084302247,0.9507603049,0.0304248333,7.333831,jumping
0.1206478998,0.9877204895,0.0992593691,7.439245,jumping
-0.113846764,0.9862209558,0.12002974,7.544682,jumping
0.1052348465,0.9943157434,-0.0161794033,7.650863,jumping
0.1409440786,0.9897933006,0.0210704189,7.755173,jumping
0.0946863443,0.99529773,0.020418901,7.863495,jumping
-0.0400945544,0.9956539869,0.0840563625,7.971768,jumping
0.1076705977,0.990272522,0.0881321505,8.077154,jumping
0.2177399844,0.9755945802,0.0283659995,8.180912,jumping
0.1760997325,0.9814263582,0.0760993809,8.284161,jumping
0.2209363729,0.9718430042,0.0819049776,8.386914,jumping
0.1234877259,0.9897392392,0.0718817487,8.498827,jumping
